Year,County,Latitude,Longitude,Industry Sector,Total Release
2013,LINCOLN,45.450849,-89.740303,Paper,52040.0
2013,WASHINGTON,43.4359,-88.1755,Fabricated Metals,5.0
2013,WASHINGTON,43.38799,-88.17214,Fabricated Metals,90.0
2013,WINNEBAGO,44.188072999999996,-88.460072,Paper,460.0
2013,MILWAUKEE,42.947167,-87.8615,Fabricated Metals,251.0
2013,MILWAUKEE,43.18469,-88.044,Petroleum Bulk Terminals,179.0
2013,MILWAUKEE,43.1802,-87.97936,Electrical Equipment,0.0
2013,WAUKESHA,43.175498,-88.082408,Fabricated Metals,0.0
2013,ROCK,42.670059,-89.037076,Chemicals,5.0
2013,BROWN,44.5241,-88.0031,Paper,3.5039999999999996
2013,MILWAUKEE,43.01806,-87.91261999999999,Electrical Equipment,0.0
2013,MILWAUKEE,43.02425,-87.93075999999999,Primary Metals,1.31
2013,DODGE,43.617779999999996,-88.73244,Transportation Equipment,2106.36
2013,LINCOLN,45.452740000000006,-89.71368000000001,Wood Products,2787.0
2013,KENOSHA,42.53286,-87.909111,Chemicals,255.0
2013,SHEBOYGAN,43.760490000000004,-87.73952,Chemicals,12000.0
2013,FOND DU LAC,43.761340000000004,-88.46741999999999,Fabricated Metals,1.0
2013,WAUKESHA,42.991807,-88.251049,Plastics and Rubber,5.7
2013,DANE,43.03174,-89.30134,Petroleum Bulk Terminals,383.0
2013,DANE,43.03174,-89.30134,Petroleum Bulk Terminals,350.0
2013,WAUKESHA,43.123611,-88.531362,Plastics and Rubber,330.0
2013,MILWAUKEE,43.027809999999995,-87.95913,Primary Metals,33.0
2013,WAUKESHA,43.00529,-88.24788000000001,Machinery,768.4
2013,MILWAUKEE,42.91075,-87.86307,Machinery,86.01
2013,MILWAUKEE,43.02094,-87.96818,Machinery,753.45
2013,COLUMBIA,43.56024,-89.500242,Plastics and Rubber,101.896
2013,WAUKESHA,42.896073,-88.149726,Plastics and Rubber,1367.0
2013,DANE,43.05593,-89.47185,Chemicals,1729.0
2013,DODGE,43.6264,-88.4446,Printing,7.0
2013,OUTAGAMIE,44.256389,-88.43055600000001,Machinery,3.877
2013,MILWAUKEE,42.84874,-87.93297,Chemicals,134211.0
2013,FOND DU LAC,43.6968,-88.6768,Petroleum Bulk Terminals,438.0
2013,OZAUKEE,43.21857,-87.98737,Machinery,412.95
2013,BROWN,44.447390000000006,-88.06851,Paper,320.2
2013,KENOSHA,42.53407,-87.89975,Electrical Equipment,2505.02
2013,WAUKESHA,43.08341,-88.24705,Machinery,1997.0
2013,DANE,43.056740000000005,-89.30868000000001,Machinery,2.6489999999999996
2013,WAUKESHA,43.1255,-88.0947,Chemical Wholesalers,0.0
2013,MILWAUKEE,42.8457,-87.8294,Electric Utilities,15035.0
2013,SAUK,43.528048999999996,-89.9996,Primary Metals,7.505
2013,WALWORTH,42.84151,-88.71693,Miscellaneous Manufacturing,305.0
2013,COLUMBIA,43.538959999999996,-89.00097,Machinery,0.0
2013,MILWAUKEE,43.0349,-87.92815,Chemicals,227.85
2013,WINNEBAGO,44.0395,-88.53064,Fabricated Metals,5.0
2013,MILWAUKEE,43.12404,-87.93126,Computers and Electronic Products,0.07
2013,SHEBOYGAN,43.715592,-87.70775,Electric Utilities,8802.067175
2013,OUTAGAMIE,44.26132,-88.34622,Primary Metals,80.0
2013,MARATHON,44.791101,-89.700253,Paper,0.2673
2013,EAU CLAIRE,44.756796,-91.45635,Hazardous Waste,5.0
2013,LA CROSSE,43.89658,-91.22335,Petroleum Bulk Terminals,0.0
2013,LA CROSSE,43.89658,-91.22335,Petroleum Bulk Terminals,0.0
2013,GREEN,42.604420000000005,-89.66933,Transportation Equipment,14.6
2013,DODGE,43.21528,-88.71706999999999,Primary Metals,52.868
2013,ROCK,42.781110999999996,-88.968889,Chemicals,10620.0
2013,WINNEBAGO,44.243301,-88.4701,Transportation Equipment,43.0
2013,SHEBOYGAN,43.7375,-87.763889,Fabricated Metals,1501.0
2013,SHEBOYGAN,43.7375,-87.763889,Fabricated Metals,2508.3
2013,PRICE,45.93657,-90.44776,Paper,6774.0
2013,WOOD,44.4289,-89.7817,Paper,130000.0
2013,WASHINGTON,43.225865,-88.150456,Food,0.0
2013,DODGE,43.34001,-88.45755,Food,0.0
2013,DODGE,43.45328,-88.63246,Machinery,0.0
2013,SHEBOYGAN,43.73046,-87.94505,Fabricated Metals,0.0
2013,MILWAUKEE,43.164444,-88.001944,Chemicals,0.0
2013,DODGE,43.48584,-88.55490999999999,Fabricated Metals,91.46
2013,SHEBOYGAN,43.760490000000004,-87.73952,Chemicals,1400.0
2013,MILWAUKEE,43.0839,-87.90978,Fabricated Metals,0.0
2013,WOOD,44.3143,-89.8962,Paper,147378.0
2013,FOND DU LAC,43.704601000000004,-88.384912,Nonmetallic Mineral Product,135031.848
2013,MILWAUKEE,43.027809999999995,-87.95913,Primary Metals,3.0
2013,MARINETTE,45.09713,-87.61406,Chemicals,0.0
2013,MILWAUKEE,43.17875,-88.04321999999999,Fabricated Metals,5.85
2013,MILWAUKEE,43.02094,-87.96818,Machinery,251.97
2013,MILWAUKEE,43.01064,-88.02519000000001,Food,0.0
2013,MONROE,43.98633,-90.5099,Printing,5.0
2013,DOUGLAS,46.726009999999995,-92.12578,Petroleum,0.0
2013,MILWAUKEE,43.13483,-87.95519,Chemical Wholesalers,58.0
2013,DODGE,43.32835,-88.42118,Printing,11175.0
2013,TREMPEALEAU,44.246225,-91.47649799999999,Transportation Equipment,20.74
2013,COLUMBIA,43.4861,-89.4204,Electric Utilities,98669.33
2013,GRANT,42.722871999999995,-91.008333,Electric Utilities,0.018553
2013,OUTAGAMIE,44.30171,-88.35163,Machinery,1.74
2013,VERNON,43.5718,-90.8837,Transportation Equipment,0.05
2013,ROCK,42.73898,-88.9826,Transportation Equipment,0.0
2013,ONEIDA,45.674015999999995,-89.305962,Transportation Equipment,0.0
2013,MARATHON,44.86202,-89.63016999999999,Fabricated Metals,11.15
2013,COLUMBIA,43.38062,-89.06000999999999,Primary Metals,18.0
2013,MILWAUKEE,42.84874,-87.93297,Chemicals,36.0
2013,WASHINGTON,43.389671,-88.181798,Machinery,788.0
2013,MILWAUKEE,42.903040000000004,-87.85911999999999,Electrical Equipment,98.0
2013,DANE,43.205081,-89.33404,Chemicals,1.185
2013,MILWAUKEE,42.8457,-87.8294,Electric Utilities,95.6
2013,WAUKESHA,43.186842,-88.090653,Electrical Equipment,0.0
2013,COLUMBIA,43.538959999999996,-89.00097,Machinery,0.0
2013,MILWAUKEE,43.13712,-87.9565,Fabricated Metals,249.00001
2013,KENOSHA,42.59462,-87.87418000000001,Nonmetallic Mineral Product,0.14
2013,WAUPACA,44.351729999999996,-89.04105,Fabricated Metals,3.556
2013,MARINETTE,45.65183,-87.84348,Other,0.0
2013,SAUK,43.29959,-89.73185,Fabricated Metals,48639.0
2013,MARATHON,44.791101,-89.700253,Paper,78160.0
2013,WASHINGTON,43.3311,-88.28976999999999,Other,0.0
2013,OUTAGAMIE,44.269643,-88.308421,Paper,363.5
2013,EAU CLAIRE,44.756796,-91.45635,Hazardous Waste,2419.0
2013,MILWAUKEE,43.18469,-88.044,Petroleum Bulk Terminals,3.0
2013,PRICE,45.690979999999996,-90.39749,Wood Products,1577.0
2013,MARINETTE,45.0948,-87.5995,Primary Metals,1443.0
2013,MILWAUKEE,42.86233,-87.98536999999999,Fabricated Metals,1883.0
2013,LA CROSSE,43.789569,-91.227025,Machinery,5.72
2013,WAUKESHA,43.1575,-88.3125,Chemicals,0.0
2013,WAUKESHA,43.1575,-88.3125,Chemicals,0.0
2013,MILWAUKEE,43.0661,-87.95401,Fabricated Metals,4088.0
2013,SHEBOYGAN,43.7375,-87.763889,Fabricated Metals,99.06
2013,DANE,43.07139,-89.30628,Machinery,82.1
2013,WOOD,44.403999999999996,-89.8255,Paper,0.0
2013,WAUKESHA,43.07861,-88.2477,Primary Metals,551.0
2013,MARATHON,44.88913,-89.6248,Paper,0.55389
2013,KENOSHA,42.52813,-87.90536999999999,Primary Metals,350.0
2013,KENOSHA,42.53286,-87.909111,Chemicals,255.0
2013,COLUMBIA,43.5706,-89.0613,Chemicals,832.8
2013,DANE,43.03174,-89.30134,Petroleum Bulk Terminals,9.0
2013,COLUMBIA,43.3437,-89.0228,Printing,15121.0
2013,SHEBOYGAN,43.70823,-87.7526,Primary Metals,12130.3
2013,DANE,43.05593,-89.47185,Chemicals,255.0
2013,MARATHON,44.912859999999995,-89.59023,Fabricated Metals,23799.2616
2013,JEFFERSON,43.07846,-88.77580999999999,Plastics and Rubber,5930.0
2013,CHIPPEWA,44.94117,-91.36085,Computers and Electronic Products,8024.0
2013,MILWAUKEE,43.12339,-87.93316,Electrical Equipment,0.0
2013,BROWN,44.483909999999995,-87.99586,Furniture,5.81
2013,VERNON,43.5718,-90.8837,Transportation Equipment,7.75
2013,VERNON,43.5718,-90.8837,Transportation Equipment,29.77
2013,WAUKESHA,43.18307,-88.09091,Fabricated Metals,4940.0
2013,GREEN,42.602090000000004,-89.50451,Food,0.0
2013,OUTAGAMIE,44.371944,-88.735833,Food,15523.0764
2013,GRANT,43.185359999999996,-90.42955,Food,1943.0
2013,BROWN,44.588889,-88.072778,Chemicals,4.45
2013,BROWN,44.45731,-88.12623,Machinery,0.0
2013,MILWAUKEE,43.187165,-88.043929,Petroleum Bulk Terminals,497.0
2013,GREEN,42.59557,-89.78676,Primary Metals,0.0
2013,MILWAUKEE,42.8457,-87.8294,Electric Utilities,15000.0
2013,BROWN,44.51603,-88.0421,Fabricated Metals,0.0
2013,MONROE,43.98408,-90.4894,Machinery,0.0
2013,WALWORTH,42.821000000000005,-88.32206,Primary Metals,2650.1
2013,ONEIDA,45.6391,-89.421,Paper,22600.0
2013,WAUKESHA,42.991807,-88.251049,Plastics and Rubber,0.0
2013,COLUMBIA,43.5706,-89.0613,Chemicals,734.92
2013,SHEBOYGAN,43.7212,-87.71033,Primary Metals,1.0
2013,COLUMBIA,43.562852,-89.48657800000001,Electrical Equipment,9528.65
2013,MARATHON,44.858039,-89.644665,Electric Utilities,7200.0
2013,FOND DU LAC,43.78245,-88.45053,Machinery,1.0
2013,LA CROSSE,43.9529,-91.2517,Plastics and Rubber,0.8
2013,JUNEAU BOROUGH,43.99187,-90.07219,Chemicals,1074.98
2013,ASHLAND,46.61119,-90.83818000000001,Machinery,1.0
2013,CHIPPEWA,44.9589,-90.9608,Chemicals,1369.0
2013,DODGE,43.504638,-88.54375999999999,Machinery,0.0
2013,WINNEBAGO,44.00195,-88.56715,Fabricated Metals,0.0
2013,MILWAUKEE,43.0661,-87.95401,Fabricated Metals,0.0
2013,WAUKESHA,43.02691,-88.22054,Electrical Equipment,0.0
2013,WOOD,44.657848,-90.15824,Wood Products,11500.0
2013,MARATHON,44.757509999999996,-90.12055,Food,196311.0
2013,MILWAUKEE,43.164444,-88.001944,Chemicals,0.0
2013,ASHLAND,46.5873,-90.9014,Electric Utilities,34.0
2013,MILWAUKEE,43.030372,-87.919832,Electric Utilities,3.3
2013,MILWAUKEE,43.017720000000004,-87.99316,Primary Metals,82.0
2013,ROCK,42.77666,-89.29276,Fabricated Metals,55.56
2013,GREEN LAKE,43.71967,-88.99051999999999,Primary Metals,0.0
2013,MILWAUKEE,43.18469,-88.044,Petroleum Bulk Terminals,0.0
2013,MARATHON,44.950179999999996,-89.63766,Nonmetallic Mineral Product,5282.2
2013,DANE,43.056740000000005,-89.30868000000001,Machinery,0.903
2013,JEFFERSON,43.076190000000004,-88.76893000000001,Plastics and Rubber,10156.0
2013,MILWAUKEE,43.187165,-88.043929,Petroleum Bulk Terminals,378.0
2013,PORTAGE,44.593193,-89.717087,Petroleum Bulk Terminals,547.0
2013,PORTAGE,44.593193,-89.717087,Petroleum Bulk Terminals,271.0
2013,OUTAGAMIE,44.256389,-88.43055600000001,Machinery,1.246
2013,GRANT,43.184740000000005,-90.43271,Fabricated Metals,13.5
2013,FOND DU LAC,43.6968,-88.6768,Petroleum Bulk Terminals,222.0
2013,WAUKESHA,43.186141,-88.063507,Hazardous Waste,610.0
2013,GREEN,42.602090000000004,-89.50451,Food,0.0
2013,WASHINGTON,43.208756,-88.073337,Chemicals,213.0
2013,IOWA,42.858999999999995,-90.2006,Transportation Equipment,0.0
2013,DODGE,43.39809,-88.5396,Fabricated Metals,0.0
2013,KENOSHA,42.5381,-87.9033,Electric Utilities,29010.0
2013,DOUGLAS,46.6915,-92.072,Petroleum,6193.5
2013,DOUGLAS,46.6915,-92.072,Petroleum,5691.0
2013,DOUGLAS,46.6915,-92.072,Petroleum,1.4
2013,WINNEBAGO,44.204756,-88.45215999999999,Paper,160.58
2013,COLUMBIA,43.53731,-89.10315,Chemicals,0.0
2013,WAUKESHA,43.07719,-88.24471,Plastics and Rubber,846.0
2013,WALWORTH,42.602759999999996,-88.71806,Electrical Equipment,0.0
2013,WALWORTH,42.602759999999996,-88.71806,Electrical Equipment,0.0
2013,KENOSHA,42.518227,-87.890359,Fabricated Metals,22124.0
2013,MILWAUKEE,43.079209999999996,-88.06642,Machinery,0.0
2013,WASHINGTON,43.35157,-88.0782,Food,0.0
2013,MILWAUKEE,43.16322,-88.01902,Computers and Electronic Products,2.0
2013,OZAUKEE,43.32678,-87.93248,Chemicals,10.0
2013,MARATHON,44.791101,-89.700253,Paper,27302.0
2013,DANE,43.010894,-89.465979,Electrical Equipment,4.85
2013,ROCK,42.67842,-88.9768,Fabricated Metals,5.0
2013,MILWAUKEE,43.0349,-87.92815,Chemicals,20174.9138
2013,MARINETTE,45.09713,-87.61406,Chemicals,255.0
2013,EAU CLAIRE,44.831379999999996,-91.52634,Food,0.0
2013,MILWAUKEE,42.8457,-87.8294,Electric Utilities,48836.0
2013,WAUKESHA,43.1255,-88.0947,Chemical Wholesalers,0.0
2013,LA CROSSE,43.8291,-91.2597,Electric Utilities,31878.0
2013,ST. CROIX ISLAND,44.953443,-92.73127,Machinery,5.0
2013,KENOSHA,42.5381,-87.9033,Electric Utilities,19.0
2013,PORTAGE,44.454601000000004,-89.540802,Food,0.0
2013,MARATHON,44.912859999999995,-89.59023,Fabricated Metals,3798.8191
2013,MILWAUKEE,43.12872,-87.98425999999999,Plastics and Rubber,22265.0
2013,WALWORTH,42.660647,-88.533158,Machinery,5.0
2013,COLUMBIA,43.5706,-89.0613,Chemicals,0.0
2013,WOOD,44.3381,-89.8871,Chemicals,0.0
2013,MILWAUKEE,43.027809999999995,-87.95913,Primary Metals,3.0
2013,OCONTO,44.89208,-87.89421999999999,Transportation Equipment,1749.5
2013,WAUKESHA,43.119811999999996,-88.118012,Other,8.8
2013,DUNN,44.88126,-91.93518,Food,0.0
2013,WOOD,44.403999999999996,-89.8255,Paper,194210.0
2013,WOOD,44.403999999999996,-89.8255,Paper,37430.0
2013,WASHINGTON,43.225865,-88.150456,Food,0.0
2013,MANITOWOC,44.08079,-87.70342,Fabricated Metals,0.38
2013,ROCK,42.71132,-89.00784,Machinery,5.816
2013,SHEBOYGAN,43.67406,-87.78147,Chemicals,1377.0
2013,SHEBOYGAN,43.73437,-87.81633000000001,Machinery,1.6
2013,WAUKESHA,43.1255,-88.0947,Chemical Wholesalers,0.0
2013,SHEBOYGAN,43.61909,-87.9528,Food,855.0
2013,BROWN,44.483909999999995,-87.99586,Furniture,0.7
2013,ONEIDA,45.674015999999995,-89.305962,Transportation Equipment,0.0
2013,BROWN,44.5404,-87.8849,Chemicals,0.281
2013,WASHINGTON,43.37427,-88.16655,Chemical Wholesalers,1.0
2013,FOND DU LAC,43.6968,-88.6768,Petroleum Bulk Terminals,603.0
2013,PORTAGE,44.45863,-89.55894,Food,0.0
2013,WINNEBAGO,43.98276,-88.59728,Fabricated Metals,0.0
2013,PORTAGE,44.506440000000005,-89.56108,Furniture,3.02
2013,DANE,43.05461,-89.068101,Transportation Equipment,1.0
2013,WINNEBAGO,44.16243,-88.47349,Primary Metals,102307.0
2013,WOOD,44.4289,-89.7817,Paper,0.5686100000000001
2013,OZAUKEE,43.37232,-87.88734000000001,Hazardous Waste,26.04
2013,ROCK,42.7787,-89.29533,Primary Metals,4358.0
2013,DANE,43.17344,-89.22207,Nonmetallic Mineral Product,0.0
2013,WAUKESHA,43.183071999999996,-88.087958,Fabricated Metals,0.0
2013,MARINETTE,45.0948,-87.5995,Primary Metals,26073.0
