,ADAMS,ASHLAND,BARRON,BAYFIELD,BROWN,BUFFALO,BURNETT,CALUMET,CHIPPEWA,CLARK,COLUMBIA,CRAWFORD,DANE,DODGE,DOOR,DOUGLAS,DUNN,EAU CLAIRE,FLORENCE,FOND DU LAC,FOREST,GRANT,GREEN,GREEN LAKE,IOWA,IRON,JACKSON,JEFFERSON,JUNEAU,KENOSHA,KEWAUNEE,LA CROSSE,LAFAYETTE,LANGLADE,LINCOLN,MANITOWOC,MARATHON,MARINETTE,MARQUETTE,MENOMINEE,MILWAUKEE,MONROE,OCONTO,ONEIDA,OUTAGAMIE,OZAUKEE,PEPIN,PIERCE,POLK,PORTAGE,PRICE,RACINE,RICHLAND,ROCK,RUSK,SAUK,SAWYER,SHAWANO,SHEBOYGAN,ST. CROIX,TAYLOR,TREMPEALEAU,VERNON,VILAS,WALWORTH,WASHBURN,WASHINGTON,WAUKESHA,WAUPACA,WAUSHARA,WINNEBAGO,WOOD,WISCONSIN
2014,139.096,90.088,74.092,0.0,1199.735,279.551,0.951,165.486,43.641999999999996,419.017,289.48900000000003,21.805999999999997,64.192,216.645,15.534,115.186,108.932,22.316,0.0,192.97,0.0,78.985,22.475,25.987,0.013999999999999999,0.0,40.333,282.496,0.0,1352.8770000000002,34.935,224.06099999999998,84.95200000000001,18.707,271.96,449.315,1085.56,70.329,14.11,0.0,5977.005999999999,43.833999999999996,56.498000000000005,41.342,974.595,1305.2730000000001,0.0,84.875,42.251000000000005,632.34,63.346000000000004,53.799,1.1520000000000001,86.179,0.561,509.98199999999997,98.198,24.728,966.7860000000001,0.0,0.0,18.785999999999998,204.07299999999998,3.873,118.155,0.0,1549.62,258.09,1318.5839999999998,0.17,1885.539,2144.272,270.04400000000004
2015,149.694,97.35799999999999,64.726,0.0,1220.067,210.045,0.9309999999999999,174.553,39.73,463.19300000000004,327.28,3.585,58.943999999999996,214.54,14.793,114.126,104.762,30.281999999999996,0.0,189.268,0.0,104.303,96.351,56.21,0.031,0.0,21.051,254.42,0.0,660.334,45.591,241.812,147.36,26.133000000000003,234.828,525.552,932.2310000000001,69.122,44.082,0.0,3742.86,32.005,32.21,38.559,1004.717,1308.401,0.0,103.184,45.13399999999999,521.317,63.193999999999996,55.853,5.744,69.59,0.8340000000000001,486.69599999999997,101.145,19.416,804.8910000000001,0.0,0.0,22.336,228.683,4.672,91.01799999999999,0.0,472.88699999999994,552.087,1363.0020000000002,0.32899999999999996,1412.999,2096.9139999999998,242.106
2016,1.521,87.59299999999999,66.12100000000001,0.0,988.39,213.88400000000001,0.941,147.921,74.56,118.682,200.298,3.517,66.123,179.72,12.867,120.13,114.126,29.744,0.0,207.422,0.0,33.784,62.39,24.434,0.03,0.0,44.909,244.972,0.0,638.2769999999999,36.163000000000004,212.555,155.296,43.18899999999999,296.198,630.477,1207.125,65.075,31.719,0.0,3266.833,39.637,26.736,38.76,952.154,1128.722,0.0,92.54,44.376000000000005,561.9209999999999,62.291000000000004,165.375,0.09,65.105,0.654,485.509,111.555,12.754000000000001,724.445,0.0,13.427999999999999,22.864,16.553,4.129,78.668,0.0,433.625,205.423,1250.364,0.01,1299.757,1953.606,222.55700000000002
2017,1.929,86.995,69.184,0.0,1354.135,405.87,1.016,210.142,77.44,135.736,359.18,9.279,67.755,153.548,12.505999999999998,135.713,95.41,88.897,0.0,217.71900000000002,0.0,51.663000000000004,48.927,0.0,0.021,0.0,26.451,213.92,0.0,784.846,47.541000000000004,199.243,170.54,17.238,313.223,652.314,1012.574,83.20200000000001,45.95399999999999,0.0,4917.31,64.672,45.3,34.209,787.322,1271.251,0.0,107.83,52.225,605.192,54.041000000000004,94.462,0.912,50.978,0.738,434.606,84.14299999999999,13.282,723.784,0.0,0.0,17.63,15.377,5.965,38.004,0.0,473.332,214.68400000000003,1570.277,0.106,1495.308,1902.013,238.0
2018,1.9240000000000002,89.04799999999999,70.10300000000001,0.0,651.572,314.222,1.358,312.324,81.348,123.925,337.001,8.17,85.17200000000001,104.15700000000001,8.675,148.222,111.774,88.212,0.0,173.791,0.0,24.69,41.483999999999995,236.916,0.03,0.0,13.228,301.312,0.0,851.192,9.808,277.865,151.16,17.997,317.95099999999996,551.496,1059.257,87.375,51.463,0.0,5346.981,63.427,55.107,32.47,901.4760000000001,1281.262,0.0,76.5,54.961999999999996,509.222,39.828,49.968,11.751,44.7,0.0,194.207,92.87,20.371,781.448,0.0,0.0,15.103,40.556999999999995,5.65,35.088,0.0,252.41,216.81400000000002,1520.4460000000001,0.004,1341.862,1863.99,226.576
